수광점ID,학교,종류,교사동/운동장,수광면,층,번호,수광점정의,X,Y,Z,S1_총일조h,S1_연속h,S1_기준A,S2_총일조h,S2_연속h,S2_기준A,Δ총일조h,Δ연속h,변화
여의도고등학교 운동장-255,여의도고등학교,운동장 지반,여의도고등학교 운동장,지반,0,255,옥외지반 근사,194271.78,547314.13,0.0,7.83,7.0,충족,7.83,7.0,충족,0.0,0.0,유지 충족
여의도고등학교 운동장-256,여의도고등학교,운동장 지반,여의도고등학교 운동장,지반,0,256,옥외지반 근사,194063.78,547322.13,0.0,4.83,4.5,충족,4.83,4.5,충족,0.0,0.0,유지 충족
여의도고등학교 운동장-257,여의도고등학교,운동장 지반,여의도고등학교 운동장,지반,0,257,옥외지반 근사,194071.78,547322.13,0.0,4.83,4.83,충족,4.83,4.83,충족,0.0,0.0,유지 충족
여의도고등학교 운동장-258,여의도고등학교,운동장 지반,여의도고등학교 운동장,지반,0,258,옥외지반 근사,194079.78,547322.13,0.0,5.33,5.33,충족,5.33,5.33,충족,0.0,0.0,유지 충족
여의도고등학교 운동장-259,여의도고등학교,운동장 지반,여의도고등학교 운동장,지반,0,259,옥외지반 근사,194087.78,547322.13,0.0,5.5,5.5,충족,5.5,5.5,충족,0.0,0.0,유지 충족
여의도고등학교 운동장-260,여의도고등학교,운동장 지반,여의도고등학교 운동장,지반,0,260,옥외지반 근사,194095.78,547322.13,0.0,6.0,6.0,충족,6.0,6.0,충족,0.0,0.0,유지 충족
여의도고등학교 운동장-261,여의도고등학교,운동장 지반,여의도고등학교 운동장,지반,0,261,옥외지반 근사,194103.78,547322.13,0.0,6.33,6.33,충족,6.33,6.33,충족,0.0,0.0,유지 충족
여의도고등학교 운동장-262,여의도고등학교,운동장 지반,여의도고등학교 운동장,지반,0,262,옥외지반 근사,194111.78,547322.13,0.0,6.67,6.67,충족,6.67,6.67,충족,0.0,0.0,유지 충족
여의도고등학교 운동장-263,여의도고등학교,운동장 지반,여의도고등학교 운동장,지반,0,263,옥외지반 근사,194119.78,547322.13,0.0,6.67,6.67,충족,6.67,6.67,충족,0.0,0.0,유지 충족
여의도고등학교 운동장-264,여의도고등학교,운동장 지반,여의도고등학교 운동장,지반,0,264,옥외지반 근사,194127.78,547322.13,0.0,6.67,6.67,충족,6.67,6.67,충족,0.0,0.0,유지 충족
여의도고등학교 운동장-265,여의도고등학교,운동장 지반,여의도고등학교 운동장,지반,0,265,옥외지반 근사,194135.78,547322.13,0.0,6.33,6.33,충족,6.33,6.33,충족,0.0,0.0,유지 충족
여의도고등학교 운동장-266,여의도고등학교,운동장 지반,여의도고등학교 운동장,지반,0,266,옥외지반 근사,194143.78,547322.13,0.0,6.0,6.0,충족,6.0,6.0,충족,0.0,0.0,유지 충족
여의도고등학교 운동장-267,여의도고등학교,운동장 지반,여의도고등학교 운동장,지반,0,267,옥외지반 근사,194175.78,547322.13,0.0,2.5,2.5,충족,2.5,2.5,충족,0.0,0.0,유지 충족
여의도고등학교 운동장-268,여의도고등학교,운동장 지반,여의도고등학교 운동장,지반,0,268,옥외지반 근사,194183.78,547322.13,0.0,4.17,4.17,충족,4.17,4.17,충족,0.0,0.0,유지 충족
여의도고등학교 운동장-269,여의도고등학교,운동장 지반,여의도고등학교 운동장,지반,0,269,옥외지반 근사,194191.78,547322.13,0.0,5.33,5.33,충족,5.33,5.33,충족,0.0,0.0,유지 충족
여의도고등학교 운동장-270,여의도고등학교,운동장 지반,여의도고등학교 운동장,지반,0,270,옥외지반 근사,194199.78,547322.13,0.0,5.83,5.83,충족,5.83,5.83,충족,0.0,0.0,유지 충족
여의도고등학교 운동장-271,여의도고등학교,운동장 지반,여의도고등학교 운동장,지반,0,271,옥외지반 근사,194207.78,547322.13,0.0,6.33,6.33,충족,6.33,6.33,충족,0.0,0.0,유지 충족
여의도고등학교 운동장-272,여의도고등학교,운동장 지반,여의도고등학교 운동장,지반,0,272,옥외지반 근사,194215.78,547322.13,0.0,6.67,6.33,충족,6.67,6.33,충족,0.0,0.0,유지 충족
여의도고등학교 운동장-273,여의도고등학교,운동장 지반,여의도고등학교 운동장,지반,0,273,옥외지반 근사,194223.78,547322.13,0.0,7.0,6.5,충족,7.0,6.5,충족,0.0,0.0,유지 충족
여의도고등학교 운동장-274,여의도고등학교,운동장 지반,여의도고등학교 운동장,지반,0,274,옥외지반 근사,194231.78,547322.13,0.0,7.17,6.67,충족,7.17,6.67,충족,0.0,0.0,유지 충족
여의도고등학교 운동장-275,여의도고등학교,운동장 지반,여의도고등학교 운동장,지반,0,275,옥외지반 근사,194239.78,547322.13,0.0,7.33,6.67,충족,7.33,6.67,충족,0.0,0.0,유지 충족
여의도고등학교 운동장-276,여의도고등학교,운동장 지반,여의도고등학교 운동장,지반,0,276,옥외지반 근사,194247.78,547322.13,0.0,7.5,6.67,충족,7.5,6.67,충족,0.0,0.0,유지 충족
여의도고등학교 운동장-277,여의도고등학교,운동장 지반,여의도고등학교 운동장,지반,0,277,옥외지반 근사,194255.78,547322.13,0.0,7.67,6.83,충족,7.67,6.83,충족,0.0,0.0,유지 충족
여의도고등학교 운동장-278,여의도고등학교,운동장 지반,여의도고등학교 운동장,지반,0,278,옥외지반 근사,194263.78,547322.13,0.0,7.67,6.83,충족,7.67,6.83,충족,0.0,0.0,유지 충족
여의도고등학교 운동장-279,여의도고등학교,운동장 지반,여의도고등학교 운동장,지반,0,279,옥외지반 근사,194063.78,547330.13,0.0,4.83,4.33,충족,4.83,4.33,충족,0.0,0.0,유지 충족
여의도고등학교 운동장-280,여의도고등학교,운동장 지반,여의도고등학교 운동장,지반,0,280,옥외지반 근사,194071.78,547330.13,0.0,5.17,4.83,충족,5.17,4.83,충족,0.0,0.0,유지 충족
여의도고등학교 운동장-281,여의도고등학교,운동장 지반,여의도고등학교 운동장,지반,0,281,옥외지반 근사,194079.78,547330.13,0.0,5.17,5.17,충족,5.17,5.17,충족,0.0,0.0,유지 충족
여의도고등학교 운동장-282,여의도고등학교,운동장 지반,여의도고등학교 운동장,지반,0,282,옥외지반 근사,194095.78,547330.13,0.0,5.83,5.83,충족,5.83,5.83,충족,0.0,0.0,유지 충족
여의도고등학교 운동장-283,여의도고등학교,운동장 지반,여의도고등학교 운동장,지반,0,283,옥외지반 근사,194103.78,547330.13,0.0,6.17,6.17,충족,6.17,6.17,충족,0.0,0.0,유지 충족
여의도고등학교 운동장-284,여의도고등학교,운동장 지반,여의도고등학교 운동장,지반,0,284,옥외지반 근사,194111.78,547330.13,0.0,6.33,6.33,충족,6.33,6.33,충족,0.0,0.0,유지 충족
여의도고등학교 운동장-285,여의도고등학교,운동장 지반,여의도고등학교 운동장,지반,0,285,옥외지반 근사,194119.78,547330.13,0.0,6.5,6.5,충족,6.5,6.5,충족,0.0,0.0,유지 충족
여의도고등학교 운동장-286,여의도고등학교,운동장 지반,여의도고등학교 운동장,지반,0,286,옥외지반 근사,194127.78,547330.13,0.0,6.33,6.33,충족,6.33,6.33,충족,0.0,0.0,유지 충족
여의도고등학교 운동장-287,여의도고등학교,운동장 지반,여의도고등학교 운동장,지반,0,287,옥외지반 근사,194135.78,547330.13,0.0,6.17,6.17,충족,6.17,6.17,충족,0.0,0.0,유지 충족
여의도고등학교 운동장-288,여의도고등학교,운동장 지반,여의도고등학교 운동장,지반,0,288,옥외지반 근사,194167.78,547330.13,0.0,2.17,2.17,충족,2.17,2.17,충족,0.0,0.0,유지 충족
여의도고등학교 운동장-289,여의도고등학교,운동장 지반,여의도고등학교 운동장,지반,0,289,옥외지반 근사,194175.78,547330.13,0.0,3.17,3.17,충족,3.17,3.17,충족,0.0,0.0,유지 충족
여의도고등학교 운동장-290,여의도고등학교,운동장 지반,여의도고등학교 운동장,지반,0,290,옥외지반 근사,194183.78,547330.13,0.0,4.33,4.33,충족,4.33,4.33,충족,0.0,0.0,유지 충족
여의도고등학교 운동장-291,여의도고등학교,운동장 지반,여의도고등학교 운동장,지반,0,291,옥외지반 근사,194191.78,547330.13,0.0,5.33,5.33,충족,5.33,5.33,충족,0.0,0.0,유지 충족
여의도고등학교 운동장-292,여의도고등학교,운동장 지반,여의도고등학교 운동장,지반,0,292,옥외지반 근사,194199.78,547330.13,0.0,6.33,6.33,충족,6.33,6.33,충족,0.0,0.0,유지 충족
여의도고등학교 운동장-293,여의도고등학교,운동장 지반,여의도고등학교 운동장,지반,0,293,옥외지반 근사,194207.78,547330.13,0.0,6.83,6.83,충족,6.83,6.83,충족,0.0,0.0,유지 충족
여의도고등학교 운동장-294,여의도고등학교,운동장 지반,여의도고등학교 운동장,지반,0,294,옥외지반 근사,194215.78,547330.13,0.0,7.17,7.17,충족,7.17,7.17,충족,0.0,0.0,유지 충족
여의도고등학교 운동장-295,여의도고등학교,운동장 지반,여의도고등학교 운동장,지반,0,295,옥외지반 근사,194223.78,547330.13,0.0,7.5,7.5,충족,7.5,7.5,충족,0.0,0.0,유지 충족
여의도고등학교 운동장-296,여의도고등학교,운동장 지반,여의도고등학교 운동장,지반,0,296,옥외지반 근사,194231.78,547330.13,0.0,7.5,6.67,충족,7.5,6.67,충족,0.0,0.0,유지 충족
여의도고등학교 운동장-297,여의도고등학교,운동장 지반,여의도고등학교 운동장,지반,0,297,옥외지반 근사,194239.78,547330.13,0.0,7.67,6.67,충족,7.67,6.67,충족,0.0,0.0,유지 충족
여의도고등학교 운동장-298,여의도고등학교,운동장 지반,여의도고등학교 운동장,지반,0,298,옥외지반 근사,194247.78,547330.13,0.0,7.5,6.67,충족,7.5,6.67,충족,0.0,0.0,유지 충족
여의도고등학교 운동장-299,여의도고등학교,운동장 지반,여의도고등학교 운동장,지반,0,299,옥외지반 근사,194071.78,547338.13,0.0,4.83,4.33,충족,4.83,4.33,충족,0.0,0.0,유지 충족
여의도고등학교 운동장-300,여의도고등학교,운동장 지반,여의도고등학교 운동장,지반,0,300,옥외지반 근사,194079.78,547338.13,0.0,1.17,0.83,불충족,1.17,0.83,불충족,0.0,0.0,유지 불충족
여의도고등학교 운동장-301,여의도고등학교,운동장 지반,여의도고등학교 운동장,지반,0,301,옥외지반 근사,194103.78,547338.13,0.0,5.83,5.83,충족,5.83,5.83,충족,0.0,0.0,유지 충족
여의도고등학교 운동장-302,여의도고등학교,운동장 지반,여의도고등학교 운동장,지반,0,302,옥외지반 근사,194111.78,547338.13,0.0,6.17,6.17,충족,6.17,6.17,충족,0.0,0.0,유지 충족
여의도고등학교 운동장-303,여의도고등학교,운동장 지반,여의도고등학교 운동장,지반,0,303,옥외지반 근사,194119.78,547338.13,0.0,6.0,6.0,충족,6.0,6.0,충족,0.0,0.0,유지 충족
여의도고등학교 운동장-304,여의도고등학교,운동장 지반,여의도고등학교 운동장,지반,0,304,옥외지반 근사,194127.78,547338.13,0.0,6.0,6.0,충족,6.0,6.0,충족,0.0,0.0,유지 충족
여의도고등학교 운동장-305,여의도고등학교,운동장 지반,여의도고등학교 운동장,지반,0,305,옥외지반 근사,194159.78,547338.13,0.0,1.83,1.83,불충족,1.83,1.83,불충족,0.0,0.0,유지 불충족
여의도고등학교 운동장-306,여의도고등학교,운동장 지반,여의도고등학교 운동장,지반,0,306,옥외지반 근사,194167.78,547338.13,0.0,2.67,2.67,충족,2.67,2.67,충족,0.0,0.0,유지 충족
여의도고등학교 운동장-307,여의도고등학교,운동장 지반,여의도고등학교 운동장,지반,0,307,옥외지반 근사,194175.78,547338.13,0.0,3.5,3.5,충족,3.5,3.5,충족,0.0,0.0,유지 충족
여의도고등학교 운동장-308,여의도고등학교,운동장 지반,여의도고등학교 운동장,지반,0,308,옥외지반 근사,194183.78,547338.13,0.0,4.5,4.5,충족,4.5,4.5,충족,0.0,0.0,유지 충족
여의도고등학교 운동장-309,여의도고등학교,운동장 지반,여의도고등학교 운동장,지반,0,309,옥외지반 근사,194191.78,547338.13,0.0,5.67,5.67,충족,5.67,5.67,충족,0.0,0.0,유지 충족
여의도고등학교 운동장-310,여의도고등학교,운동장 지반,여의도고등학교 운동장,지반,0,310,옥외지반 근사,194199.78,547338.13,0.0,6.33,6.33,충족,6.33,6.33,충족,0.0,0.0,유지 충족
여의도고등학교 운동장-311,여의도고등학교,운동장 지반,여의도고등학교 운동장,지반,0,311,옥외지반 근사,194207.78,547338.13,0.0,6.83,6.83,충족,6.83,6.83,충족,0.0,0.0,유지 충족
여의도고등학교 운동장-312,여의도고등학교,운동장 지반,여의도고등학교 운동장,지반,0,312,옥외지반 근사,194215.78,547338.13,0.0,7.5,7.5,충족,7.5,7.5,충족,0.0,0.0,유지 충족
여의도고등학교 운동장-313,여의도고등학교,운동장 지반,여의도고등학교 운동장,지반,0,313,옥외지반 근사,194223.78,547338.13,0.0,7.67,7.67,충족,7.67,7.67,충족,0.0,0.0,유지 충족
여의도고등학교 운동장-314,여의도고등학교,운동장 지반,여의도고등학교 운동장,지반,0,314,옥외지반 근사,194231.78,547338.13,0.0,7.83,7.83,충족,7.83,7.83,충족,0.0,0.0,유지 충족
여의도고등학교 운동장-315,여의도고등학교,운동장 지반,여의도고등학교 운동장,지반,0,315,옥외지반 근사,194071.78,547346.13,0.0,3.67,3.17,충족,3.67,3.17,충족,0.0,0.0,유지 충족
여의도고등학교 운동장-316,여의도고등학교,운동장 지반,여의도고등학교 운동장,지반,0,316,옥외지반 근사,194079.78,547346.13,0.0,1.5,1.0,불충족,1.5,1.0,불충족,0.0,0.0,유지 불충족
여의도고등학교 운동장-317,여의도고등학교,운동장 지반,여의도고등학교 운동장,지반,0,317,옥외지반 근사,194119.78,547346.13,0.0,5.67,5.67,충족,5.67,5.67,충족,0.0,0.0,유지 충족
여의도고등학교 운동장-318,여의도고등학교,운동장 지반,여의도고등학교 운동장,지반,0,318,옥외지반 근사,194127.78,547346.13,0.0,5.5,5.5,충족,5.5,5.5,충족,0.0,0.0,유지 충족
여의도고등학교 운동장-319,여의도고등학교,운동장 지반,여의도고등학교 운동장,지반,0,319,옥외지반 근사,194151.78,547346.13,0.0,1.67,1.67,불충족,1.67,1.67,불충족,0.0,0.0,유지 불충족
여의도고등학교 운동장-320,여의도고등학교,운동장 지반,여의도고등학교 운동장,지반,0,320,옥외지반 근사,194159.78,547346.13,0.0,2.67,2.5,충족,2.67,2.5,충족,0.0,0.0,유지 충족
여의도고등학교 운동장-321,여의도고등학교,운동장 지반,여의도고등학교 운동장,지반,0,321,옥외지반 근사,194167.78,547346.13,0.0,3.67,3.33,충족,3.67,3.33,충족,0.0,0.0,유지 충족
여의도고등학교 운동장-322,여의도고등학교,운동장 지반,여의도고등학교 운동장,지반,0,322,옥외지반 근사,194175.78,547346.13,0.0,4.5,4.33,충족,4.5,4.33,충족,0.0,0.0,유지 충족
여의도고등학교 운동장-323,여의도고등학교,운동장 지반,여의도고등학교 운동장,지반,0,323,옥외지반 근사,194183.78,547346.13,0.0,5.5,5.5,충족,5.5,5.5,충족,0.0,0.0,유지 충족
여의도고등학교 운동장-324,여의도고등학교,운동장 지반,여의도고등학교 운동장,지반,0,324,옥외지반 근사,194191.78,547346.13,0.0,6.17,6.17,충족,6.17,6.17,충족,0.0,0.0,유지 충족
여의도고등학교 운동장-325,여의도고등학교,운동장 지반,여의도고등학교 운동장,지반,0,325,옥외지반 근사,194199.78,547346.13,0.0,6.67,6.67,충족,6.67,6.67,충족,0.0,0.0,유지 충족
여의도고등학교 운동장-326,여의도고등학교,운동장 지반,여의도고등학교 운동장,지반,0,326,옥외지반 근사,194207.78,547346.13,0.0,7.0,7.0,충족,7.0,7.0,충족,0.0,0.0,유지 충족
여의도고등학교 운동장-327,여의도고등학교,운동장 지반,여의도고등학교 운동장,지반,0,327,옥외지반 근사,194215.78,547346.13,0.0,7.33,7.33,충족,7.33,7.33,충족,0.0,0.0,유지 충족
여의도고등학교 운동장-328,여의도고등학교,운동장 지반,여의도고등학교 운동장,지반,0,328,옥외지반 근사,194223.78,547346.13,0.0,7.67,7.67,충족,7.67,7.67,충족,0.0,0.0,유지 충족
여의도고등학교 운동장-329,여의도고등학교,운동장 지반,여의도고등학교 운동장,지반,0,329,옥외지반 근사,194087.78,547354.13,0.0,0.33,0.33,불충족,0.33,0.33,불충족,0.0,0.0,유지 불충족
여의도고등학교 운동장-330,여의도고등학교,운동장 지반,여의도고등학교 운동장,지반,0,330,옥외지반 근사,194095.78,547354.13,0.0,0.33,0.33,불충족,0.33,0.33,불충족,0.0,0.0,유지 불충족
